ID,name,type,responsible,masterLanguage,masterSystem,description,version,changedAt,changedBy,createdAt,createdBy,parent_ID
1fd6e26d-8bb6-406b-90a9-6e25fad8e70a,ZTELEXDATA_TT,TTYP/DA,D032171,EN,EC3,Telex Numbers,active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,1e12aba4-fa5f-4263-8795-fe6474889940
bb325b8c-fce5-4a29-bac3-940c8c529de6,ZURIADDRESSDATANONADDRE_TT,TTYP/DA,D032171,EN,EC3,URI Addresses (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,1e12aba4-fa5f-4263-8795-fe6474889940
ccd079ea-370f-43cb-838c-67efeb2ffa77,ZURIADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,URI Addresses,active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,1e12aba4-fa5f-4263-8795-fe6474889940
d4ac603b-3f75-4968-afa8-4864d539985e,ZX400ADDRESSDATANONADDR_TT,TTYP/DA,D032171,EN,EC3,X.400 Addresses (Address-Independent),active,2016-09-02T11:40:03Z,D032171,2013-10-23T22:00:00Z,,1e12aba4-fa5f-4263-8795-fe6474889940
203fee67-4a48-4df6-9f78-f2b4d71a1a2e,ZX400ADDRESSDATA_TT,TTYP/DA,D032171,EN,EC3,X400 Addresses,active,2016-09-02T11:40:04Z,D032171,2013-10-23T22:00:00Z,,1e12aba4-fa5f-4263-8795-fe6474889940
f787b97a-de0d-4953-8412-557171a82fa9,98600023,PDTS/MA,POPLAWSKI,EN,V13,SMSMessage,active,,,,,8837d166-6edb-4c30-ac88-538fc0a3203b
a8e4148f-ac97-4965-8d43-11a83431da0d,98600024,PDTS/MA,RICKAYZEN,EN,V13,HotelReserve,active,,,,,8837d166-6edb-4c30-ac88-538fc0a3203b
433fe17c-a858-4d4a-8eb2-79678e0a0352,98600025,PDTS/MA,RICKAYZEN,EN,V13,createtext,active,,,,,8837d166-6edb-4c30-ac88-538fc0a3203b
67cec821-0de1-4791-85e2-abb49c5d35b5,98600033,PDWS/MM,RICKAYZEN,EN,V13,Hotel,active,,,,,8837d166-6edb-4c30-ac88-538fc0a3203b
eab417e5-6886-4c85-91aa-7ac27635d5f5,ZCOMMON,DEVC/K,ROYPA,EN,IDT,APICS Common,active,2004-09-19T22:00:00Z,ROYPA,2004-09-19T22:00:00Z,ROYPA,373c0dec-a5ce-45f0-bdef-8f921311576a
923992bc-d29f-4f13-8332-2665cfbfc121,ZSAPAPRISODEMO,DEVC/K,ROYPA,EN,IDT,APICS SAP-Apriso Demo,active,2004-09-19T22:00:00Z,ROYPA,2004-09-12T22:00:00Z,ROYPA,373c0dec-a5ce-45f0-bdef-8f921311576a
5a3574e6-81d6-4e0f-9fa9-34cbeb1dc1f0,ZSAPINDXDEMO,DEVC/K,SAHAD,EN,IDT,APICS SAP-IndX Demo Integration Scenario Development,active,2004-09-20T22:00:00Z,SAHAD,2004-09-20T22:00:00Z,SAHAD,373c0dec-a5ce-45f0-bdef-8f921311576a
5907662f-d7e4-474b-ba95-47432b963136,ZMATERIAL_LIST,TTYP/DA,ROYPA,EN,IDT,Material List,active,2016-09-02T13:06:43Z,ROYPA,,,b98339c7-d289-4d8c-b206-6c972cfac1cf
bd8ec128-cb27-444f-a313-a1b6d4356cbd,ZSAPLHDEMO,DEVC/K,SAHAD,EN,IDT,APICS SAP-LightHammer Demo,active,2004-09-19T22:00:00Z,ROYPA,2004-08-16T22:00:00Z,SAHAD,373c0dec-a5ce-45f0-bdef-8f921311576a
67562a6d-de63-40d8-96c6-e16347f299b1,ZMATERIAL_RANGE,TTYP/DA,ROYPA,EN,IDT,Material Range Table,active,2016-09-02T11:40:22Z,ROYPA,,,b98339c7-d289-4d8c-b206-6c972cfac1cf
3b110a8f-bece-40b3-b237-f8ddb8119c07,ZTBAPI_ORDER_HEADER1,TTYP/DA,SAHAD,EN,IDT,Table Type for BAPI_ORDER_HEADER1:SAP APICS Demo,active,2016-09-02T13:06:45Z,SAHAD,,,373c0dec-a5ce-45f0-bdef-8f921311576a
81b16bd0-5483-40e1-a134-df2b8716baa9,ZSLOC_RANGE,TTYP/DA,ROYPA,EN,IDT,Storage Location Table,active,2016-09-02T11:40:02Z,ROYPA,,,b98339c7-d289-4d8c-b206-6c972cfac1cf
1275dede-7b54-453c-8edc-0cc688d76ddd,ZTSTOCK_OVERVIEW,TTYP/DA,ROYPA,EN,IDT,Stock Overview Table Type,active,2016-09-02T13:06:45Z,ROYPA,,,b98339c7-d289-4d8c-b206-6c972cfac1cf
9e50bb6f-d175-4883-9dec-96c6215c5021,ZMATERIAL_LIST,TTYP/DA,ROYPA,EN,IDT,Material List,active,2016-09-02T13:06:43Z,ROYPA,,,17188ff3-f7cc-4c82-9e0a-e606ae624ffb
51506805-ad7d-44ab-a23d-a3c6991447f2,ZMATERIAL_RANGE,TTYP/DA,ROYPA,EN,IDT,Material Range Table,active,2016-09-02T11:40:22Z,ROYPA,,,17188ff3-f7cc-4c82-9e0a-e606ae624ffb
ffc504e0-0916-4fde-ac64-fda97c29ca4a,ZSLOC_RANGE,TTYP/DA,ROYPA,EN,IDT,Storage Location Table,active,2016-09-02T11:40:02Z,ROYPA,,,17188ff3-f7cc-4c82-9e0a-e606ae624ffb
6a5d9a6d-6dee-457b-88c8-87db4dbe1be9,ZTSTOCK_OVERVIEW,TTYP/DA,ROYPA,EN,IDT,Stock Overview Table Type,active,2016-09-02T13:06:45Z,ROYPA,,,17188ff3-f7cc-4c82-9e0a-e606ae624ffb
024bf355-74a0-4c4f-9e4b-baad0da5a090,ZSAPLHLOCTYPE,TTYP/DA,BOECKER,EN,IDT,Functional Locations,active,2016-09-02T13:43:05Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
a69b56d1-56d7-4042-b096-f382099f7068,ZSAPLHNOTIFTYPE,TTYP/DA,BOECKER,EN,IDT,Maintenance notification,active,2016-09-02T13:06:44Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
3ac75662-2487-4b0a-a1a7-f535d539f453,ZSAPLH_DATE_TYPE,TTYP/DA,BOECKER,EN,IDT,Table type for dates,active,2016-09-02T12:18:53Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
3c8aa6a2-ebcc-448f-a7b3-6a3a8feab683,ZSAPLH_LOC_UI_T_TYPE,TTYP/DA,BOECKER,EN,IDT,Table tape for ZSAPLH_LOC_UI_L_TYPE,active,2016-09-02T13:06:45Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
807f2e34-8dae-4f08-822b-f677da701e88,ZSAPLH_MAINTNOTIF_T_TYPE,TTYP/DA,BOECKER,EN,IDT,Table type for maitenance notification type,active,2016-09-02T13:06:45Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
f6feb3ea-5ac8-4acf-817e-5369a0df1d51,ZSAPLH_MAINTNOT_UI_T_TYPE,TTYP/DA,BOECKER,EN,IDT,Table type for maitenance notification type,active,2016-09-02T13:06:45Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
5025f7d7-bdb0-4b57-b6c3-c9d76c446342,ZSAPLH_MESSAGE_T_TYPE,TTYP/DA,BOECKER,EN,IDT,Table txpe for string tables,active,2016-09-02T12:18:53Z,BOECKER,,,aa907a24-f1d2-4750-abdb-3a5735773e75
4a1fcf1c-31a8-4db7-bb16-2e3b9a73f1dd,ZSAPLH_T_STOCK_OVERVIEW,TTYP/DA,ROYPA,EN,IDT,Table for Stock Overview,active,2016-09-02T13:06:45Z,ROYPA,,,aa907a24-f1d2-4750-abdb-3a5735773e75
8948680d-45e8-467e-8647-1326cae6e6d6,ZTBAPI_RCOCHAPI,TTYP/DA,SAHAD,EN,IDT,Table Type of BAPI_RCOCHAPI: PI-PCS,active,2016-09-02T13:06:45Z,SAHAD,,,aa907a24-f1d2-4750-abdb-3a5735773e75
efaffeef-e928-4d4d-b4e1-bf83c987d7ae,ZAIF_D01_SIDX_01,TABL/DT,D032171,EN,EC3,Single index table for DEMO BUPA_IN,active,2016-09-02T14:48:28Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
765d5955-87b1-4579-bcfe-b57c489aaf70,ZAIF_REC_CNTRY,TABL/DT,D032171,EN,EC3,AIF Default Keyfield Table,active,2016-09-02T14:00:00Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
828861b2-a7a6-4af5-9c16-80636462958d,ZADDRESSDUPLICATES_TT,TTYP/DA,D032171,EN,EC3,Address Duplicates,active,2016-09-02T13:06:41Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
e9e0a873-9765-440c-a71f-8de411b14bd1,ZADDRESSNOTES_TT,TTYP/DA,D032171,EN,EC3,Address Notes,active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
b28126df-e500-4de7-ac82-9c453bf5e2fe,ZARIBA_VENDOR,TABL/DT,I076132,EN,EC3,Ariba Vendor Mapping table,active,2016-09-02T12:15:42Z,I076132,2013-05-01T22:00:00Z,,d15fc7cd-afff-4b37-8a85-862410cfa81e
afc80ff8-6f3c-4041-baba-2cc3f4a77903,ZAIF_DEMO_EXCHANGE_LOG_DAT_TAB,TTYP/DA,D032171,EN,EC3,,active,2016-09-02T12:18:45Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
6a6cacbf-748c-4862-b4b9-bbb16b51e655,ZARBBAPIEIPOX_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,d15fc7cd-afff-4b37-8a85-862410cfa81e
161d3b54-019f-46a6-9a35-24849fb3e524,ZAIF_DEMO_RAW_FLBOOK_TT,TTYP/DA,D047539,EN,EC3,Table Type for AIF Demo Interface,active,2016-09-02T13:06:41Z,D047539,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
e6124f55-f134-4f6c-ad01-e28ea24b11bd,ZARBBAPIEIPO_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,d15fc7cd-afff-4b37-8a85-862410cfa81e
c528bcb1-72c7-43f9-990a-f67595c6b6cc,ZCOMMUNICATIONNOTESNONA_TT,TTYP/DA,D032171,EN,EC3,Notes on Communication Types (Address-Independent),active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
2965d722-cf01-406f-bd95-4ed097298437,ZARBBAPIEKKOP_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,d15fc7cd-afff-4b37-8a85-862410cfa81e
a0f1de8b-de7d-494a-b2cb-4400678918e4,ZCOMMUNICATIONNOTES_TT,TTYP/DA,D032171,EN,EC3,Notes on Communication,active,2016-09-02T11:40:21Z,D032171,2013-10-23T22:00:00Z,,71ff98b2-ccac-44c5-9d5f-1366e20537a6
c932eea7-c558-403e-9b22-711d91be7b19,ZARBBAPIESKLC_TAB,TTYP/DA,I006292,EN,EC3,Proxy Table Type (generated),active,2016-09-02T12:18:45Z,I006292,2014-09-23T22:00:00Z,,d15fc7cd-afff-4b37-8a85-862410cfa81e
